Line_no,Process_Name,Process_Time_0osec,Stack
68151,EMS,62773,3816
68152,DIO,85227,888
68153,acutator,0,864
68154,CLAW,0,3800
68155,annunciator,105866,2824
68156,FDIR,5867,552
68157,test_execuPost_process,0,3264
68158,telemetry,0,4056
68159,data_validation,0,3000
68160,
68161,state_machine,0,3000
68162,ADAHRS,923094,3152
68163,Post_process,12160,680
68164,read_interface,172053,784
68165,,, ADU=6,AHRS=11,GPS=6, EMS=6, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=40, DIO=6, FDIR=5, POST=6, Telem=39, Test_Exec=33, Read_thread = 5
68166,AHRS,0,1064
68167,ADU,9067,2480
68168,GPS,7093,2544
68169,EMS,63680,3816
68170,DIO,81493,888
68171,acutator,0,864
68172,CLAW,0,3800
68173,annunciator,0,2824
68174,FDIR,6133,552
68175,test_execuPost_process,0,3264
68176,telemetry,0,4056
68177,data_validation,0,3000
68178,
68179,state_machine,0,3000
68180,ADAHRS,18933,3152
68181,Post_process,0,680
68182,read_interface,168213,784
68183,,, ADU=4,AHRS=11,GPS=4, EMS=4, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=40, DIO=4, FDIR=5, POST=6, Telem=39, Test_Exec=33, Read_thread = 5
68184,AHRS,8640,1064
68185,ADU,7786,2480
68186,GPS,6667,2544
68187,EMS,2200000,3816
68188,DIO,92160,888
68189,acutator,0,864
68190,CLAW,0,3800
68191,annunciator,0,2824
68192,FDIR,5654,552
68193,test_execuPost_process,0,3264
68194,telemetry,0,4056
68195,data_validation,486666,3000
68196,
68197,state_machine,486666,3000
68198,ADAHRS,18720,3152
68199,Post_process,0,680
68200,read_interface,172427,784
68201,,, ADU=5,AHRS=9,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=42, DIO=8, FDIR=5, POST=6, Telem=39, Test_Exec=33, Read_thread = 5
68202,AHRS,0,1064
68203,ADU,9814,2480
68204,GPS,7680,2544
68205,EMS,7467,3816
68206,DIO,93760,888
68207,acutator,0,864
68208,CLAW,65600,3800
68209,annunciator,0,2824
68210,FDIR,5760,552
68211,test_execuPost_process,0,3264
68212,telemetry,0,4056
68213,data_validation,0,3000
68214,
68215,state_machine,0,3000
68216,ADAHRS,19573,3152
68217,Post_process,0,680
68218,read_interface,94080,784
68219,,, ADU=5,AHRS=9,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=42, DIO=2, FDIR=5, POST=6, Telem=39, Test_Exec=33, Read_thread = 5
68220,AHRS,42026,1064
68221,ADU,20106,2480
68222,GPS,8373,2544
68223,EMS,7840,3816
68224,DIO,86880,888
68225,acutator,0,864
68226,CLAW,0,3800
68227,annunciator,0,2824
68228,FDIR,6613,552
68229,test_execuPost_process,0,3264
68230,telemetry,0,4056
68231,data_validation,0,3000
68232,
68233,state_machine,0,3000
68234,ADAHRS,20107,3152
68235,Post_process,0,680
68236,read_interface,97707,784
68237,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=42, DIO=5, FDIR=5, POST=6, Telem=39, Test_Exec=33, Read_thread = 5
68238,AHRS,0,1064
68239,ADU,8854,2480
68240,GPS,6614,2544
68241,EMS,7840,3816
68242,DIO,83360,888
68243,acutator,83840,864
68244,CLAW,0,3800
68245,annunciator,0,2824
68246,FDIR,5973,552
68247,test_execuPost_process,0,3264
68248,telemetry,0,4056
68249,data_validation,0,3000
68250,
68251,state_machine,0,3000
68252,ADAHRS,18933,3152
68253,Post_process,0,680
68254,read_interface,140106,784
68255,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=42, DIO=5, FDIR=5, POST=6, Telem=39, Test_Exec=33, Read_thread = 5
68256,AHRS,9707,1064
68257,ADU,47520,2480
68258,GPS,7360,2544
68259,EMS,8213,3816
68260,DIO,83360,888
68261,acutator,0,864
68262,CLAW,0,3800
68263,annunciator,0,2824
68264,FDIR,5654,552
68265,test_execuPost_process,0,3264
68266,telemetry,757814,4056
68267,data_validation,0,3000
68268,
68269,state_machine,0,3000
68270,ADAHRS,18667,3152
68271,Post_process,0,680
68272,read_interface,171307,784
68273,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=42, DIO=6, FDIR=5, POST=6, Telem=40, Test_Exec=33, Read_thread = 5
68274,AHRS,0,1064
68275,ADU,9386,2480
68276,GPS,6666,2544
68277,EMS,7094,3816
68278,DIO,91627,888
68279,acutator,0,864
68280,CLAW,0,3800
68281,annunciator,0,2824
68282,FDIR,5760,552
68283,test_execuPost_process,0,3264
68284,telemetry,0,4056
68285,data_validation,0,3000
68286,
68287,state_machine,0,3000
68288,ADAHRS,18933,3152
68289,Post_process,0,680
68290,read_interface,92427,784
68291,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=42, DIO=4, FDIR=5, POST=6, Telem=40, Test_Exec=33, Read_thread = 5
68292,AHRS,40053,1064
68293,ADU,8480,2480
68294,GPS,6934,2544
68295,EMS,7680,3816
68296,DIO,83893,888
68297,acutator,0,864
68298,CLAW,0,3800
68299,annunciator,110454,2824
68300,FDIR,5653,552
68301,test_execuPost_process,0,3264
68302,telemetry,0,4056
68303,data_validation,0,3000
68304,
68305,state_machine,0,3000
68306,ADAHRS,18667,3152
68307,Post_process,11414,680
68308,read_interface,258453,784
68309,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=42, DIO=5, FDIR=5, POST=39, Telem=40, Test_Exec=33, Read_thread = 5
68310,AHRS,0,1064
68311,ADU,9387,2480
68312,GPS,7093,2544
68313,EMS,51093,3816
68314,DIO,81813,888
68315,acutator,0,864
68316,CLAW,0,3800
68317,annunciator,0,2824
68318,FDIR,16107,552
68319,test_execuPost_process,0,3264
68320,telemetry,0,4056
68321,data_validation,0,3000
68322,
68323,state_machine,0,3000
68324,ADAHRS,61120,3152
68325,Post_process,0,680
68326,read_interface,202560,784
68327,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=42, DIO=5, FDIR=5, POST=39, Telem=40, Test_Exec=33, Read_thread = 5
68328,AHRS,9494,1064
68329,ADU,10347,2480
68330,GPS,7840,2544
68331,EMS,64480,3816
68332,DIO,93707,888
68333,acutator,0,864
68334,CLAW,0,3800
68335,annunciator,0,2824
68336,FDIR,8373,552
68337,test_execuPost_process,0,3264
68338,telemetry,0,4056
68339,data_validation,502987,3000
68340,
68341,state_machine,502987,3000
68342,ADAHRS,909013,3152
68343,Post_process,0,680
68344,read_interface,272853,784
68345,,, ADU=6,AHRS=11,GPS=6, EMS=6, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=39, DIO=7, FDIR=5, POST=39, Telem=40, Test_Exec=33, Read_thread = 5
68346,AHRS,0,1064
68347,ADU,9546,2480
68348,GPS,7253,2544
68349,EMS,55200,3816
68350,DIO,83413,888
68351,acutator,0,864
68352,CLAW,66667,3800
68353,annunciator,0,2824
68354,FDIR,6133,552
68355,test_execuPost_process,0,3264
68356,telemetry,0,4056
68357,data_validation,0,3000
68358,
68359,state_machine,0,3000
68360,ADAHRS,19360,3152
68361,Post_process,0,680
68362,read_interface,185280,784
68363,,, ADU=4,AHRS=11,GPS=4, EMS=4, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=39, DIO=3, FDIR=5, POST=39, Telem=40, Test_Exec=33, Read_thread = 5
68364,AHRS,41653,1064
68365,ADU,9547,2480
68366,GPS,7147,2544
68367,EMS,2193067,3816
68368,DIO,86614,888
68369,acutator,0,864
68370,CLAW,0,3800
68371,annunciator,0,2824
68372,FDIR,15627,552
68373,test_execuPost_process,0,3264
68374,telemetry,0,4056
68375,data_validation,0,3000
68376,
68377,state_machine,0,3000
68378,ADAHRS,22080,3152
68379,Post_process,0,680
68380,read_interface,78454,784
68381,,, ADU=5,AHRS=9,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=39, DIO=7, FDIR=5, POST=39, Telem=40, Test_Exec=33, Read_thread = 5
68382,AHRS,0,1064
68383,ADU,9120,2480
68384,GPS,6933,2544
68385,EMS,7626,3816
68386,DIO,83680,888
68387,acutator,84800,864
68388,CLAW,0,3800
68389,annunciator,0,2824
68390,FDIR,6080,552
68391,test_execuPost_process,0,3264
68392,telemetry,0,4056
68393,data_validation,0,3000
68394,
68395,state_machine,0,3000
68396,ADAHRS,19147,3152
68397,Post_process,0,680
68398,read_interface,72906,784
68399,,, ADU=5,AHRS=9,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=39, DIO=3, FDIR=5, POST=39, Telem=40, Test_Exec=33, Read_thread = 5
68400,AHRS,9440,1064
68401,ADU,8960,2480
68402,GPS,6774,2544
68403,EMS,7307,3816
68404,DIO,82453,888
68405,acutator,0,864
68406,CLAW,0,3800
68407,annunciator,0,2824
68408,FDIR,5600,552
68409,test_execuPost_process,0,3264
68410,telemetry,766933,4056
68411,data_validation,0,3000
68412,
68413,state_machine,0,3000
68414,ADAHRS,18720,3152
68415,Post_process,0,680
68416,read_interface,186667,784
68417,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=39, DIO=6, FDIR=5, POST=39, Telem=40, Test_Exec=33, Read_thread = 5
68418,AHRS,0,1064
68419,ADU,10987,2480
68420,GPS,7680,2544
68421,EMS,7787,3816
68422,DIO,84907,888
68423,acutator,0,864
68424,CLAW,0,3800
68425,annunciator,0,2824
68426,FDIR,6773,552
68427,test_execuPost_process,0,3264
68428,telemetry,0,4056
68429,data_validation,0,3000
68430,
68431,state_machine,0,3000
68432,ADAHRS,32800,3152
68433,Post_process,0,680
68434,read_interface,161013,784
68435,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=39, DIO=4, FDIR=5, POST=39, Telem=40, Test_Exec=33, Read_thread = 5
68436,AHRS,48747,1064
68437,ADU,35413,2480
68438,GPS,10186,2544
68439,EMS,8586,3816
68440,DIO,83466,888
68441,acutator,0,864
68442,CLAW,0,3800
68443,annunciator,104746,2824
68444,FDIR,5867,552
68445,test_execuPost_process,0,3264
68446,telemetry,0,4056
68447,data_validation,0,3000
68448,
68449,state_machine,0,3000
68450,ADAHRS,18880,3152
68451,Post_process,11573,680
68452,read_interface,74240,784
68453,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=5, FDIR=5, POST=40, Telem=40, Test_Exec=33, Read_thread = 5
68454,AHRS,0,1064
68455,ADU,9120,2480
68456,GPS,6934,2544
68457,EMS,7414,3816
68458,DIO,83094,888
68459,acutator,0,864
68460,CLAW,0,3800
68461,annunciator,0,2824
68462,FDIR,5760,552
68463,test_execuPost_process,0,3264
68464,telemetry,0,4056
68465,data_validation,0,3000
68466,
68467,state_machine,0,3000
68468,ADAHRS,18880,3152
68469,Post_process,0,680
68470,read_interface,116907,784
68471,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=5, FDIR=5, POST=40, Telem=40, Test_Exec=33, Read_thread = 5
68472,AHRS,9173,1064
68473,ADU,8213,2480
68474,GPS,28000,2544
68475,EMS,8000,3816
68476,DIO,89973,888
68477,acutator,0,864
68478,CLAW,0,3800
68479,annunciator,0,2824
68480,FDIR,5600,552
68481,test_execuPost_process,0,3264
68482,telemetry,0,4056
68483,data_validation,505227,3000
68484,
68485,state_machine,505227,3000
68486,ADAHRS,19200,3152
68487,Post_process,0,680
68488,read_interface,448907,784
68489,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=5, FDIR=5, POST=40, Telem=40, Test_Exec=33, Read_thread = 5
68490,AHRS,0,1064
68491,ADU,9760,2480
68492,GPS,209333,2544
68493,EMS,54240,3816
68494,DIO,85493,888
68495,acutator,0,864
68496,CLAW,66933,3800
68497,annunciator,0,2824
68498,FDIR,6080,552
68499,test_execuPost_process,3680,3264
68500,telemetry,0,4056
68501,data_validation,0,3000
68502,
68503,state_machine,0,3000
68504,ADAHRS,56480,3152
68505,Post_process,0,680
68506,read_interface,321013,784
68507,,, ADU=5,AHRS=10,GPS=5, EMS=6, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=6, FDIR=5, POST=40, Telem=40, Test_Exec=33, Read_thread = 5
68508,AHRS,41013,1064
68509,ADU,10080,2480
68510,GPS,59520,2544
68511,EMS,52053,3816
68512,DIO,87947,888
68513,acutator,0,864
68514,CLAW,0,3800
68515,annunciator,0,2824
68516,FDIR,5920,552
68517,test_execuPost_process,36267,3264
68518,telemetry,0,4056
68519,data_validation,0,3000
68520,
68521,state_machine,0,3000
68522,ADAHRS,921173,3152
68523,Post_process,0,680
68524,read_interface,263893,784
68525,,, ADU=6,AHRS=11,GPS=6, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=5, FDIR=5, POST=40, Telem=40, Test_Exec=33, Read_thread = 5
68526,AHRS,0,1064
68527,ADU,9440,2480
68528,GPS,154080,2544
68529,EMS,52800,3816
68530,DIO,86240,888
68531,acutator,84320,864
68532,CLAW,0,3800
68533,annunciator,0,2824
68534,FDIR,6507,552
68535,test_execuPost_process,0,3264
68536,telemetry,0,4056
68537,data_validation,0,3000
68538,
68539,state_machine,0,3000
68540,ADAHRS,20800,3152
68541,Post_process,0,680
68542,read_interface,167360,784
68543,,, ADU=4,AHRS=11,GPS=4, EMS=4, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=4, FDIR=5, POST=40, Telem=40, Test_Exec=33, Read_thread = 5
68544,AHRS,11094,1064
68545,ADU,9014,2480
68546,GPS,99413,2544
68547,EMS,2192320,3816
68548,DIO,86667,888
68549,acutator,0,864
68550,CLAW,0,3800
68551,annunciator,0,2824
68552,FDIR,15840,552
68553,test_execuPost_process,0,3264
68554,telemetry,825387,4056
68555,data_validation,0,3000
68556,
68557,state_machine,0,3000
68558,ADAHRS,22240,3152
68559,Post_process,0,680
68560,read_interface,171627,784
68561,,, ADU=5,AHRS=9,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=8, FDIR=5, POST=40, Telem=42, Test_Exec=33, Read_thread = 5
68562,AHRS,0,1064
68563,ADU,9173,2480
68564,GPS,7254,2544
68565,EMS,7787,3816
68566,DIO,92906,888
68567,acutator,0,864
68568,CLAW,0,3800
68569,annunciator,0,2824
68570,FDIR,5706,552
68571,test_execuPost_process,0,3264
68572,telemetry,0,4056
68573,data_validation,0,3000
68574,
68575,state_machine,0,3000
68576,ADAHRS,19467,3152
68577,Post_process,0,680
68578,read_interface,92800,784
68579,,, ADU=5,AHRS=9,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=2, FDIR=5, POST=40, Telem=42, Test_Exec=33, Read_thread = 5
68580,AHRS,40906,1064
68581,ADU,8053,2480
68582,GPS,6720,2544
68583,EMS,7893,3816
68584,DIO,83147,888
68585,acutator,0,864
68586,CLAW,0,3800
68587,annunciator,114027,2824
68588,FDIR,5760,552
68589,test_execuPost_process,0,3264
68590,telemetry,0,4056
68591,data_validation,0,3000
68592,
68593,state_machine,0,3000
68594,ADAHRS,18933,3152
68595,Post_process,12053,680
68596,read_interface,95200,784
68597,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=5, FDIR=5, POST=40, Telem=42, Test_Exec=33, Read_thread = 5
68598,AHRS,0,1064
68599,ADU,9654,2480
68600,GPS,6720,2544
68601,EMS,7360,3816
68602,DIO,81440,888
68603,acutator,0,864
68604,CLAW,0,3800
68605,annunciator,0,2824
68606,FDIR,6080,552
68607,test_execuPost_process,0,3264
68608,telemetry,0,4056
68609,data_validation,0,3000
68610,
68611,state_machine,0,3000
68612,ADAHRS,18667,3152
68613,Post_process,0,680
68614,read_interface,142773,784
68615,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=39, DIO=5, FDIR=5, POST=40, Telem=42, Test_Exec=33, Read_thread = 5
68616,AHRS,8534,1064
68617,ADU,34933,2480
68618,GPS,6826,2544
68619,EMS,8000,3816
68620,DIO,90880,888
68621,acutator,0,864
68622,CLAW,0,3800
68623,annunciator,0,2824
68624,FDIR,5547,552
68625,test_execuPost_process,0,3264
68626,telemetry,0,4056
68627,data_validation,500480,3000
68628,
68629,state_machine,500480,3000
68630,ADAHRS,18720,3152
68631,Post_process,0,680
68632,read_interface,170454,784
68633,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=40, Telem=42, Test_Exec=33, Read_thread = 5
68634,AHRS,0,1064
68635,ADU,9333,2480
68636,GPS,8107,2544
68637,EMS,7893,3816
68638,DIO,85867,888
68639,acutator,0,864
68640,CLAW,68267,3800
68641,annunciator,0,2824
68642,FDIR,16747,552
68643,test_execuPost_process,0,3264
68644,telemetry,0,4056
68645,data_validation,0,3000
68646,
68647,state_machine,0,3000
68648,ADAHRS,21867,3152
68649,Post_process,0,680
68650,read_interface,95626,784
68651,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=40, Telem=42, Test_Exec=33, Read_thread = 5
68652,AHRS,42026,1064
68653,ADU,8374,2480
68654,GPS,6773,2544
68655,EMS,7520,3816
68656,DIO,93280,888
68657,acutator,0,864
68658,CLAW,0,3800
68659,annunciator,0,2824
68660,FDIR,5760,552
68661,test_execuPost_process,0,3264
68662,telemetry,0,4056
68663,data_validation,0,3000
68664,
68665,state_machine,0,3000
68666,ADAHRS,18986,3152
68667,Post_process,0,680
68668,read_interface,257494,784
68669,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=40, Telem=42, Test_Exec=33, Read_thread = 5
68670,AHRS,0,1064
68671,ADU,9120,2480
68672,GPS,6827,2544
68673,EMS,51520,3816
68674,DIO,81973,888
68675,acutator,82293,864
68676,CLAW,0,3800
68677,annunciator,0,2824
68678,FDIR,5760,552
68679,test_execuPost_process,0,3264
68680,telemetry,0,4056
68681,data_validation,0,3000
68682,
68683,state_machine,0,3000
68684,ADAHRS,69227,3152
68685,Post_process,0,680
68686,read_interface,203520,784
68687,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=40, Telem=42, Test_Exec=33, Read_thread = 5
68688,AHRS,9440,1064
68689,ADU,8693,2480
68690,GPS,7360,2544
68691,EMS,64854,3816
68692,DIO,87413,888
68693,acutator,0,864
68694,CLAW,0,3800
68695,annunciator,0,2824
68696,FDIR,5813,552
68697,test_execuPost_process,0,3264
68698,telemetry,856800,4056
68699,data_validation,0,3000
68700,
68701,state_machine,0,3000
68702,ADAHRS,906720,3152
68703,Post_process,0,680
68704,read_interface,263680,784
68705,,, ADU=6,AHRS=11,GPS=6, EMS=6, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=40, DIO=7, FDIR=5, POST=40, Telem=39, Test_Exec=33, Read_thread = 5
68706,AHRS,0,1064
68707,ADU,9067,2480
68708,GPS,7520,2544
68709,EMS,52853,3816
68710,DIO,83040,888
68711,acutator,0,864
68712,CLAW,0,3800
68713,annunciator,0,2824
68714,FDIR,6240,552
68715,test_execuPost_process,0,3264
68716,telemetry,0,4056
68717,data_validation,0,3000
68718,
68719,state_machine,0,3000
68720,ADAHRS,19787,3152
68721,Post_process,0,680
68722,read_interface,180480,784
68723,,, ADU=4,AHRS=11,GPS=4, EMS=4, ADAHRS=5, Actu=40, Annun_Pann=40, CLAW=40, Data_valid=40, DIO=3, FDIR=5, POST=40, Telem=39, Test_Exec=33, Read_thread = 5
68724,AHRS,41867,1064
68725,ADU,19413,2480
68726,GPS,7573,2544
68727,EMS,2203680,3816
68728,DIO,84800,888
68729,acutator,0,864
68730,CLAW,0,3800
68731,annunciator,110400,2824
68732,FDIR,6453,552
68733,test_execuPost_process,0,3264
68734,telemetry,0,4056
68735,data_validation,0,3000
68736,
68737,state_machine,0,3000
68738,ADAHRS,19680,3152
68739,Post_process,11680,680
68740,read_interface,75840,784
68741,,, ADU=5,AHRS=9,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=42, CLAW=40, Data_valid=40, DIO=7, FDIR=5, POST=42, Telem=39, Test_Exec=33, Read_thread = 5
68742,AHRS,0,1064
68743,ADU,9653,2480
68744,GPS,7307,2544
68745,EMS,7573,3816
68746,DIO,82614,888
68747,acutator,0,864
68748,CLAW,0,3800
68749,annunciator,0,2824
68750,FDIR,6027,552
68751,test_execuPost_process,0,3264
68752,telemetry,0,4056
68753,data_validation,0,3000
68754,
68755,state_machine,0,3000
68756,ADAHRS,19466,3152
68757,Post_process,0,680
68758,read_interface,76160,784
68759,,, ADU=5,AHRS=9,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=42, CLAW=40, Data_valid=40, DIO=3, FDIR=5, POST=42, Telem=39, Test_Exec=33, Read_thread = 5
68760,AHRS,8907,1064
68761,ADU,8160,2480
68762,GPS,6667,2544
68763,EMS,7414,3816
68764,DIO,89973,888
68765,acutator,0,864
68766,CLAW,0,3800
68767,annunciator,0,2824
68768,FDIR,5653,552
68769,test_execuPost_process,0,3264
68770,telemetry,0,4056
68771,data_validation,503893,3000
68772,
68773,state_machine,503893,3000
68774,ADAHRS,18880,3152
68775,Post_process,0,680
68776,read_interface,190720,784
68777,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=42, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=42, Telem=39, Test_Exec=33, Read_thread = 5
68778,AHRS,0,1064
68779,ADU,10187,2480
68780,GPS,7200,2544
68781,EMS,7573,3816
68782,DIO,92267,888
68783,acutator,0,864
68784,CLAW,64427,3800
68785,annunciator,0,2824
68786,FDIR,5814,552
68787,test_execuPost_process,0,3264
68788,telemetry,0,4056
68789,data_validation,0,3000
68790,
68791,state_machine,0,3000
68792,ADAHRS,18934,3152
68793,Post_process,0,680
68794,read_interface,160906,784
68795,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=42, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=42, Telem=39, Test_Exec=33, Read_thread = 5
68796,AHRS,41600,1064
68797,ADU,46507,2480
68798,GPS,7413,2544
68799,EMS,8320,3816
68800,DIO,83573,888
68801,acutator,0,864
68802,CLAW,0,3800
68803,annunciator,0,2824
68804,FDIR,5920,552
68805,test_execuPost_process,0,3264
68806,telemetry,0,4056
68807,data_validation,0,3000
68808,
68809,state_machine,0,3000
68810,ADAHRS,18720,3152
68811,Post_process,0,680
68812,read_interface,75627,784
68813,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=42, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=42, Telem=39, Test_Exec=33, Read_thread = 5
68814,AHRS,0,1064
68815,ADU,8373,2480
68816,GPS,6453,2544
68817,EMS,6880,3816
68818,DIO,82400,888
68819,acutator,82400,864
68820,CLAW,0,3800
68821,annunciator,0,2824
68822,FDIR,5973,552
68823,test_execuPost_process,0,3264
68824,telemetry,0,4056
68825,data_validation,0,3000
68826,
68827,state_machine,0,3000
68828,ADAHRS,18613,3152
68829,Post_process,0,680
68830,read_interface,72587,784
68831,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=42, CLAW=40, Data_valid=40, DIO=5, FDIR=5, POST=42, Telem=39, Test_Exec=33, Read_thread = 5
68832,AHRS,20213,1064
68833,ADU,8960,2480
68834,GPS,8534,2544
68835,EMS,7947,3816
68836,DIO,84373,888
68837,acutator,0,864
68838,CLAW,0,3800
68839,annunciator,0,2824
68840,FDIR,6347,552
68841,test_execuPost_process,0,3264
68842,telemetry,755733,4056
68843,data_validation,0,3000
68844,
68845,state_machine,0,3000
68846,ADAHRS,19040,3152
68847,Post_process,0,680
68848,read_interface,349280,784
68849,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=42, CLAW=40, Data_valid=40, DIO=6, FDIR=5, POST=42, Telem=39, Test_Exec=33, Read_thread = 5
68850,AHRS,0,1064
68851,ADU,9173,2480
68852,GPS,6880,2544
68853,EMS,51786,3816
68854,DIO,81440,888
68855,acutator,0,864
68856,CLAW,0,3800
68857,annunciator,0,2824
68858,FDIR,5760,552
68859,test_execuPost_process,0,3264
68860,telemetry,0,4056
68861,data_validation,0,3000
68862,
68863,state_machine,0,3000
68864,ADAHRS,56213,3152
68865,Post_process,0,680
68866,read_interface,221440,784
68867,,, ADU=5,AHRS=10,GPS=5, EMS=5, ADAHRS=5, Actu=40, Annun_Pann=42, CLAW=40, Data_valid=40, DIO=4, FDIR=5, POST=42, Telem=39, Test_Exec=33, Read_thread = 5
68868,AHRS,39573,1064
68869,ADU,9494,2480
68870,GPS,7466,2544
68871,EMS,51894,3816
68872,DIO,83520,888
68873,acutator,0,864
68874,CLAW,0,3800
68875,annunciator,112320,2824
68876,FDIR,5226,552
68877,test_execuPost_process,4053,3264
68878,telemetry,0,4056
68879,data_validation,0,3000
68880,
68881,state_machine,0,3000
68882,ADAHRS,922347,3152
68883,Post_process,11254,680
68884,read_interface,171680,784
68885,,, ADU=6,AHRS=11,GPS=6, EMS=6, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=40, DIO=6, FDIR=5, POST=39, Telem=39, Test_Exec=33, Read_thread = 5
68886,AHRS,0,1064
68887,ADU,8906,2480
68888,GPS,6987,2544
68889,EMS,63306,3816
68890,DIO,80320,888
68891,acutator,0,864
68892,CLAW,0,3800
68893,annunciator,0,2824
68894,FDIR,5600,552
68895,test_execuPost_process,4160,3264
68896,telemetry,0,4056
68897,data_validation,0,3000
68898,
68899,state_machine,0,3000
68900,ADAHRS,18560,3152
68901,Post_process,0,680
68902,read_interface,167893,784
68903,,, ADU=4,AHRS=11,GPS=4, EMS=4, ADAHRS=5, Actu=40, Annun_Pann=39, CLAW=40, Data_valid=40, DIO=4, FDIR=5, POST=39, Telem=39, Test_Exec=33, Read_thread = 5
68904,AHRS,8000,1064
68905,ADU,8107,2480
68906,GPS,6400,2544
68907,EMS,2197334,3816
68908,DIO,89174,888
68909,acutator,0,864
68910,CLAW,0,3800
68911,annunciator,0,2824
68912,FDIR,5440,552
68913,test_execuPost_process,29760,3264
68914,telemetry,0,4056
68915,data_validation,467680,3000
68916,
68917,state_machine,467680,3000
68918,ADAHRS,18347,3152
68919,Post_process,0,680
